filename,emr_dissim,mse_rgb,max_p99,mse_red,mse_hsv_V,mse_hsv_H
B22-101\00180.png,0.020817578,15.505051,81.0,15.36409,0.00012057317,0.00044877545
B22-101\00201.png,0.03865236,17.495615,100.0,16.385391,0.00014739085,0.0029517342
B22-101\00201_Aug1.png,0.039414883,17.74173,100.0,16.86235,0.00015253156,0.0014251564
B22-101\00201_Aug2.png,0.039123118,18.04715,100.0,17.16623,0.00015318108,0.0037212986
B22-101\00201_Aug3.png,0.03952247,17.970596,100.0,17.332413,0.00015400405,0.0014203241
B22-101\00201_Aug4.png,0.03925246,18.107458,100.0,17.250656,0.0001554512,0.0035442507
B22-101\00201_Aug5.png,0.039466143,18.129538,100.0,17.332932,0.00015448182,0.0016969988
B22-101\00201_Aug6.png,0.03900522,18.172537,121.0,17.385986,0.0001555162,0.0035221078
B22-101\00201_Aug7.png,0.040406287,18.45431,121.0,17.642456,0.00015738714,0.0018427627
B22-101\00201_Aug8.png,0.039565384,18.498129,121.0,17.867844,0.00016149675,0.0033133333
B22-101\00280.png,0.026809692,17.654593,100.0,16.986176,0.00015867356,0.000694659
B22-101\00415.png,0.02710408,15.482732,81.0,15.032532,0.00012224253,0.0003821546
B22-102\01468.png,0.03393078,16.119562,81.0,15.350525,0.00013845568,0.00081271434
B22-102\01468_Aug1.png,0.03383112,15.894974,81.0,15.106827,0.00013361464,0.00066145475
B22-102\01468_Aug2.png,0.033363998,16.032028,81.0,15.361191,0.00013435523,0.0006810724
B22-102\01468_Aug3.png,0.034172475,16.154984,81.0,15.643448,0.00013851178,0.0005868945
B22-102\01468_Aug4.png,0.033556998,16.053076,81.0,15.485764,0.00013613817,0.0006189299
B22-102\01468_Aug5.png,0.03315419,15.830083,81.0,15.263321,0.0001287004,0.00045700406
B22-102\01468_Aug6.png,0.032976627,15.824397,81.0,15.216858,0.00013047278,0.00045704277
B22-102\01468_Aug7.png,0.032428026,15.727138,81.0,15.130539,0.00012903314,0.00044430624
B22-102\01468_Aug8.png,0.033171237,15.880402,81.0,15.395309,0.00013371438,0.00044159946
B22-102\03685.png,0.021217167,15.594304,81.0,15.801285,0.00014231632,0.011722203
B22-102\03685_Aug1.png,0.022076607,15.5959015,81.0,15.626099,0.00014222012,0.014006628
B22-102\03685_Aug2.png,0.020486057,15.415904,81.0,15.68985,0.00013560292,0.011089534
B22-102\03685_Aug3.png,0.023040712,15.701523,81.0,15.9618225,0.00015253508,0.015720569
B22-102\03685_Aug4.png,0.01984185,15.393794,81.0,15.6107025,0.00013018791,0.009135268
B22-102\03685_Aug5.png,0.023226261,15.7543745,100.0,15.989563,0.00015453063,0.016206026
B22-102\03685_Aug6.png,0.01870805,15.375397,64.0,15.772369,0.00012590841,0.008080639
B22-102\03685_Aug7.png,0.023646593,15.734924,100.0,16.084854,0.00015928954,0.017612563
B22-102\03685_Aug8.png,0.018650949,15.168065,64.0,15.541763,0.00012587625,0.0073598055
B22-102\03798.png,0.027806282,17.374517,100.0,16.815277,0.00015422064,0.00077363884
B22-102\03838.png,0.028270304,15.100871,64.0,14.850357,0.000113022965,0.00039509253
B22-103\02201.png,0.017144859,13.758662,49.0,14.084381,9.001406e-05,0.00041893107
B22-103\02201_Aug1.png,0.016759574,13.813298,49.0,14.228821,8.932815e-05,0.00030551112
B22-103\02201_Aug2.png,0.016944945,13.937388,49.0,14.246185,9.363955e-05,0.00046759745
B22-103\02201_Aug3.png,0.016464174,13.689163,49.0,14.011139,8.9765075e-05,0.00022510304
B22-103\02201_Aug4.png,0.016972482,14.013118,49.0,14.4135895,9.370925e-05,0.0004920501
B22-103\02201_Aug5.png,0.01736337,13.521749,49.0,13.7035675,8.758978e-05,0.0002270234
B22-103\02201_Aug6.png,0.017394245,13.8849535,49.0,14.097885,9.413469e-05,0.00055380026
B22-103\02201_Aug7.png,0.01711756,13.489537,49.0,13.612671,8.726618e-05,0.0002252502
B22-103\02201_Aug8.png,0.016631126,14.059154,49.0,14.423737,9.527679e-05,0.00045870274
B22-103\02245.png,0.017392457,13.57191,49.0,13.632858,0.00010403947,0.0050247833
B22-103\02245_Aug1.png,0.017448604,13.711304,49.0,13.907211,0.00010528363,0.005409878
B22-103\02245_Aug2.png,0.016955376,13.672801,64.0,13.755173,0.000104427134,0.0054499693
B22-103\02245_Aug3.png,0.01710397,13.7873535,49.0,13.8954315,0.00010583275,0.005798627
B22-103\02245_Aug4.png,0.017113388,13.710851,49.0,13.826172,0.00010622979,0.0058060437
B22-103\02245_Aug5.png,0.01754427,13.866063,49.0,14.059769,0.00010673407,0.0056849644
B22-103\02245_Aug6.png,0.017231643,13.813792,64.0,13.848679,0.00010746199,0.005904358
B22-103\02245_Aug7.png,0.017695606,13.989818,64.0,14.148331,0.00011118722,0.0061983587
B22-103\02245_Aug8.png,0.01719451,13.8576765,49.0,13.882187,0.00010702857,0.005996002
B22-103\02790.png,0.018214047,13.166682,49.0,12.9869995,8.654366e-05,0.00029214667
B22-104\00398.png,0.016122103,13.248138,36.0,13.438324,8.458753e-05,0.00018371012
B22-104\00438.png,0.01826197,13.870265,49.0,14.23465,9.276592e-05,0.00022013331
B22-104\00553.png,0.017549455,13.019109,49.0,12.971603,8.3422216e-05,0.00022113258
B22-104\00555.png,0.017050326,13.149205,49.0,13.263229,7.929055e-05,0.00021346356
B22-104\00557.png,0.015713394,12.500407,49.0,12.26709,7.460344e-05,0.00020990221
B22-106\00071.png,0.015810728,13.249623,36.0,13.607574,8.441459e-05,0.00019029525
B22-106\00079.png,0.018215716,13.616211,49.0,13.711853,8.894564e-05,0.0002788228
B22-106\00125.png,0.021376193,13.100957,64.0,12.849213,8.708103e-05,0.00023106718
B22-106\00128.png,0.018345892,13.654353,49.0,14.039886,8.972002e-05,0.0002062271
B22-106\00166.png,0.017959654,13.420354,49.0,13.63887,8.775451e-05,0.00020511504
B22-106\00269.png,0.019363344,13.56778,49.0,13.455292,8.852537e-05,0.00021780375
B22-106\00281.png,0.017126083,13.648488,49.0,13.96846,8.965291e-05,0.00021731679
B22-106\00319.png,0.018132448,13.409495,64.0,13.337067,8.815907e-05,0.00022416298
B22-106\00344.png,0.021267354,14.319676,81.0,14.059113,0.00010441845,0.00029079124
B22-106\00389.png,0.017210007,14.0212755,49.0,14.5390625,9.3208015e-05,0.000196023
B22-106\00469.png,0.014890373,13.509364,36.0,13.639572,8.963249e-05,0.00021690785
B22-107\00016.png,0.021080792,14.78978,64.0,14.955841,0.00011138621,0.0002812175
B22-107\00174.png,0.017759144,13.405533,49.0,13.509308,8.738844e-05,0.00020493446
B22-107\00238.png,0.015359461,12.968287,49.0,13.274261,7.851195e-05,0.00019041252
B22-107\00290.png,0.020380974,14.607793,81.0,14.326553,0.00010945402,0.00040582241
B22-107\00320.png,0.021197319,14.987727,81.0,15.1128845,0.00010945191,0.00057780615
B22-108\00022.png,0.017124832,13.625636,49.0,13.61348,9.263732e-05,0.00019704839
B22-108\00023.png,0.017311573,13.99438,49.0,14.468414,9.416965e-05,0.00020980608
B22-108\00080.png,0.019363403,13.797765,49.0,13.702789,9.5699404e-05,0.00024357418
B22-109\00017.png,0.016768456,13.739868,49.0,14.086929,9.13894e-05,0.00021971548
B22-109\00320.png,0.016977131,13.636424,49.0,13.836075,8.927698e-05,0.00031921832
B22-109\00322.png,0.018712044,13.684382,64.0,12.995361,9.437686e-05,0.00047159832
B22-109\00323.png,0.018911362,14.069615,49.0,14.368607,9.444092e-05,0.0003089111
B22-110\00006.png,0.017999709,13.503799,49.0,13.640381,8.61729e-05,0.00027824508
B22-110\00045.png,0.015960991,13.600113,49.0,13.726761,8.84132e-05,0.00023684747
B22-110\00614.png,0.016676366,13.002472,49.0,12.899567,8.0817015e-05,0.00021248857
B22-111\00000.png,0.017122328,14.4717,36.0,15.440552,9.811899e-05,0.00032410832
B22-111\00005.png,0.0175066,13.819697,49.0,14.408096,9.070677e-05,0.00021777843
B22-111\00129.png,0.019586802,14.357158,49.0,14.860611,0.00010192377,0.00026204213
B22-111\00138.png,0.021315753,14.59904,64.0,14.814789,0.00011186022,0.00031379604
B22-111\00207.png,0.0148797035,13.290502,36.0,13.851685,8.1509024e-05,0.00018749153
B22-112\00038.png,0.01765871,13.57196,49.0,13.709778,8.8515044e-05,0.00019846822
B22-112\00050.png,0.016082704,13.759048,36.0,14.427155,8.925516e-05,0.00039675357
B22-112\00061.png,0.016171455,13.555583,36.0,14.138214,8.646482e-05,0.0001988405
B22-112\00109.png,0.014214039,12.59935,36.0,12.795868,7.0776136e-05,0.00016071773
B22-112\00237.png,0.017931044,13.789383,49.0,14.498627,8.7863635e-05,0.00019791373
B22-112\00245.png,0.01707238,13.484975,49.0,13.837418,8.6339045e-05,0.00019164609
B22-112\00279.png,0.015506446,13.923065,36.0,14.669159,9.081964e-05,0.00019911668
B22-112\00341.png,0.018662453,14.428395,49.0,15.033691,9.925545e-05,0.00035581528
B22-114\00012.png,0.016749918,10.483398,36.0,9.207794,5.6111974e-05,0.0674183
B22-114\00054.png,0.036574543,16.439642,121.0,13.402283,0.00015559551,0.019690895
B22-114\00054_Aug1.png,0.037421525,16.756327,121.0,14.107193,0.00016204704,0.018121121
B22-114\00054_Aug2.png,0.035480022,16.1527,121.0,13.318573,0.00015077513,0.021363009
B22-114\00054_Aug3.png,0.038363636,17.12229,121.0,14.35881,0.00016672733,0.017102662
B22-114\00054_Aug4.png,0.03427887,15.901586,121.0,13.062454,0.00014524182,0.02382337
B22-114\00054_Aug5.png,0.03936529,17.494238,144.0,14.603043,0.00016898429,0.016395029
B22-114\00054_Aug6.png,0.03247708,15.561961,121.0,12.918137,0.00013960482,0.026303472
B22-114\00054_Aug7.png,0.039663136,17.710678,144.0,14.766083,0.00017307678,0.018337809
B22-114\00054_Aug8.png,0.032093704,15.449138,121.0,13.008347,0.00013767592,0.029713336
B22-114\00080.png,0.043258667,23.669128,256.0,20.800323,0.00024136952,0.03947486
B22-114\00080_Aug1.png,0.04497385,24.540573,289.0,21.074646,0.00024938784,0.04416751
B22-114\00080_Aug2.png,0.041282356,21.73472,225.0,18.397247,0.0002077157,0.034903362
B22-114\00080_Aug3.png,0.04536313,25.969809,289.0,22.437164,0.0002669869,0.053004634
B22-114\00080_Aug4.png,0.040849507,20.188131,196.0,17.076935,0.00018371064,0.028469304
B22-114\00080_Aug5.png,0.04692316,26.327662,289.0,22.945145,0.00027651788,0.056185007
B22-114\00080_Aug6.png,0.03883511,18.968918,169.0,16.089905,0.00017056684,0.02538154
B22-114\00080_Aug7.png,0.047468185,26.725412,289.0,23.9245,0.00029227274,0.06571022
B22-114\00080_Aug8.png,0.03625077,18.204645,169.0,15.831528,0.00016276768,0.024083365
B22-114\00112.png,0.031304598,21.626862,256.0,20.477219,0.0002042127,0.07250695
B22-114\00112_Aug1.png,0.033527076,22.162699,256.0,20.923447,0.00021635661,0.068930686
B22-114\00112_Aug2.png,0.03170204,21.714502,256.0,20.37178,0.00021116545,0.0704088
B22-114\00112_Aug3.png,0.035358906,22.678793,256.0,21.301498,0.00022693767,0.06460971
B22-114\00112_Aug4.png,0.033051074,21.011038,256.0,19.723984,0.00020483643,0.06657561
B22-114\00112_Aug5.png,0.038464785,23.45313,289.0,22.207397,0.00024348569,0.06028099
B22-114\00112_Aug6.png,0.03401631,21.177038,225.0,20.264908,0.00021119196,0.06347458
B22-114\00112_Aug7.png,0.039271653,22.276117,256.0,20.70256,0.0002342241,0.052992262
B22-114\00112_Aug8.png,0.035240173,20.701742,225.0,19.553558,0.00021065577,0.05923555
B22-114\00158.png,0.03933102,18.465036,144.0,15.78862,0.00020351831,0.009081615
B22-114\00238.png,0.045964718,25.745016,225.0,21.722015,0.0003130404,0.0300411
B22-114\00238_Aug1.png,0.045211256,25.691824,225.0,22.124954,0.000316194,0.035064805
B22-114\00238_Aug2.png,0.045372546,25.474905,225.0,21.825546,0.00030675548,0.028838607
B22-114\00238_Aug3.png,0.044680536,25.638311,225.0,22.535553,0.00031634982,0.03612475
B22-114\00238_Aug4.png,0.047145367,26.50915,225.0,21.773376,0.00032305383,0.02551546
B22-114\00238_Aug5.png,0.044495404,25.473688,196.0,22.338272,0.0003143829,0.03424503
B22-114\00238_Aug6.png,0.045855343,25.242682,196.0,21.095413,0.0003049737,0.020877939
B22-114\00238_Aug7.png,0.045075953,25.441849,196.0,21.673569,0.0003106546,0.03195883
B22-114\00238_Aug8.png,0.047052085,26.006098,225.0,21.342987,0.00032634073,0.016945472
B22-115\00122.png,0.021606266,13.506312,100.0,11.451416,9.2098075e-05,0.074565865
B22-115\00234.png,0.036129475,16.47767,121.0,12.544327,0.00016103518,0.0044894177
B22-116\00217.png,0.014559507,10.091746,36.0,9.010529,4.945513e-05,0.005338868
B22-116\00252.png,0.021755874,12.049561,64.0,10.758759,7.309974e-05,0.006493643
B22-116\00252_Aug1.png,0.021834075,11.98611,49.0,10.797684,7.218198e-05,0.005847797
B22-116\00252_Aug2.png,0.022140205,11.9717865,49.0,10.717926,7.130482e-05,0.0064509576
B22-116\00252_Aug3.png,0.021974266,12.042282,64.0,10.819946,7.190063e-05,0.0060233455
B22-116\00252_Aug4.png,0.021931171,12.062062,49.0,10.926987,7.2906376e-05,0.0063074576
B22-116\00252_Aug5.png,0.022359073,11.825435,64.0,10.481873,7.137428e-05,0.0058030435
B22-116\00252_Aug6.png,0.022040784,11.854335,49.0,10.548676,7.301527e-05,0.0065229232
B22-116\00252_Aug7.png,0.02223444,11.834401,49.0,10.625702,7.067899e-05,0.004943874
B22-116\00252_Aug8.png,0.02191925,12.095566,64.0,10.970673,7.307064e-05,0.0063219047
B22-116\00256.png,0.021539152,12.204819,64.0,10.929474,7.65293e-05,0.011256509
B22-116\00256_Aug1.png,0.02192396,11.65096,49.0,10.405167,7.0005975e-05,0.007817794
B22-116\00256_Aug2.png,0.021909773,12.013707,64.0,10.826874,7.488034e-05,0.010188867
B22-116\00256_Aug3.png,0.021576881,11.595744,49.0,10.362808,6.845863e-05,0.006642792
B22-116\00256_Aug4.png,0.02214402,12.165614,64.0,10.949402,7.507347e-05,0.009235679
B22-116\00256_Aug5.png,0.021761417,11.557724,49.0,10.232697,6.9865186e-05,0.0060898904
B22-116\00256_Aug6.png,0.021559179,11.799907,64.0,10.495361,7.609963e-05,0.007948243
B22-116\00256_Aug7.png,0.021493733,11.572642,49.0,10.293213,6.84476e-05,0.005311065
B22-116\00256_Aug8.png,0.021396399,12.507416,64.0,10.997513,7.826297e-05,0.0067692026
B22-116\00437.png,0.02140838,12.549103,64.0,11.23584,8.52122e-05,0.004687763
B22-116\00437_Aug1.png,0.020863533,11.38271,49.0,10.134018,7.228805e-05,0.0022670752
B22-116\00437_Aug2.png,0.021584451,12.481914,64.0,10.934769,8.074193e-05,0.005447957
B22-116\00437_Aug4.png,0.021722555,12.419479,64.0,10.878693,8.192391e-05,0.0056624087
B22-116\00437_Aug6.png,0.021890342,12.807628,64.0,11.272461,8.358272e-05,0.0061302264
B22-116\00437_Aug8.png,0.02213788,12.684962,64.0,11.130035,8.336144e-05,0.0061342465
B22-116\00493.png,0.020160615,11.1314745,64.0,9.60936,6.486668e-05,0.0028055676
B22-117\00952.png,0.019231617,11.294734,49.0,10.222504,6.482843e-05,0.028280813
B22-117\01180.png,0.022767127,10.881821,49.0,9.377228,5.687063e-05,0.012843564
B22-117\01202.png,0.01873225,10.387904,49.0,8.972076,5.5403303e-05,0.027184077
B22-118\00106.png,0.014136612,10.475769,36.0,9.556946,4.3434688e-05,0.1659652
B22-118\00134.png,0.014557064,10.572113,36.0,9.672455,4.5643545e-05,0.14118405
B22-118\00232.png,0.014347255,10.416316,36.0,9.472565,4.275159e-05,0.17309535
B22-118\00254.png,0.017825782,11.279633,49.0,9.848923,6.3885804e-05,0.030114457
B22-118\00313.png,0.01866889,10.919667,49.0,9.841797,5.6976227e-05,0.020865854
B22-118\00323.png,0.018081605,10.868393,36.0,9.934509,5.588271e-05,0.025251765
B22-118\00405.png,0.021971405,11.233754,49.0,10.099976,6.0468446e-05,0.015418021
B22-118\00587.png,0.03152746,13.298264,81.0,11.106293,9.280088e-05,0.005911844
B22-118\00613.png,0.043682396,15.171951,100.0,12.149765,0.0001093618,0.005356565
B22-118\00631.png,0.019127667,10.699875,49.0,9.559494,5.5757402e-05,0.01164683
B22-118\00650.png,0.024612248,12.538818,81.0,10.384842,8.7323206e-05,0.0068305563
B22-118\00724.png,0.044014037,19.207224,144.0,13.989441,0.00018423886,0.008162949
B22-118\00791.png,0.02970934,13.920278,81.0,13.221832,0.00011583795,0.015805563
B22-118\00890.png,0.02948159,12.737407,81.0,10.612717,8.441717e-05,0.0051490692
B22-118\03550.png,0.02220136,11.3085375,64.0,9.464844,7.348012e-05,0.013049595
B22-119\00975.png,0.027412593,14.122914,100.0,12.153793,9.8860284e-05,0.0079072025
B22-119\01137.png,0.021896362,11.069148,49.0,9.889175,6.609372e-05,0.030884437
B22-122\00366.png,0.016262352,10.070689,49.0,8.607346,5.052518e-05,0.012856854
B22-122\00368.png,0.01568073,9.917485,36.0,8.447266,4.8216825e-05,0.0070478087
B22-123\00047.png,0.020049334,12.102051,64.0,11.079758,7.799757e-05,0.019713154
B22-123\00308.png,0.017131805,10.62886,36.0,9.341095,5.787451e-05,0.014146589
B22-123\00687.png,0.027180731,16.976557,169.0,12.892822,0.00012317978,0.037622582
B22-123\00687_Aug1.png,0.02770114,17.131033,169.0,13.004471,0.00012791029,0.040539682
B22-123\00687_Aug2.png,0.02718991,17.124243,169.0,13.032639,0.00013216914,0.031900853
B22-123\00687_Aug3.png,0.028575957,18.00621,169.0,13.623047,0.00014384656,0.043236792
B22-123\00687_Aug4.png,0.026681483,17.446737,169.0,13.552307,0.00013655119,0.031129438
B22-123\00687_Aug5.png,0.02928549,19.056051,196.0,14.168579,0.00014767575,0.050848987
B22-123\00687_Aug6.png,0.026069403,17.226862,169.0,12.969543,0.00012799242,0.029551499
B22-123\00687_Aug7.png,0.02998048,19.657282,196.0,14.616531,0.0001549718,0.05551576
B22-123\00687_Aug8.png,0.0254336,15.838699,144.0,12.175858,0.00011236616,0.025991857
B22-123\00696.png,0.02647525,17.456003,169.0,14.545303,0.00014735965,0.0951756
B22-123\00696_Aug1.png,0.027287185,18.623968,196.0,15.336151,0.00016471231,0.10793209
B22-123\00696_Aug2.png,0.026810348,18.82373,196.0,15.513245,0.00016204774,0.11096707
B22-123\00696_Aug3.png,0.027652025,19.792044,196.0,16.71399,0.00018093297,0.120171174
B22-123\00696_Aug4.png,0.027716696,19.670294,196.0,16.129547,0.00017541986,0.12057145
B22-123\00696_Aug5.png,0.02865696,21.367697,225.0,18.456177,0.00020962936,0.12584887
B22-123\00696_Aug6.png,0.028849304,22.149963,256.0,18.96431,0.0002139126,0.13109608
B22-123\00696_Aug7.png,0.02876836,23.056726,256.0,19.524994,0.00021942078,0.14140567
B22-123\00696_Aug8.png,0.029697418,23.441422,256.0,19.743942,0.0002315633,0.13968669
B22-123\00839.png,0.015770435,10.650899,36.0,9.740021,5.3013755e-05,0.04547264
B22-123\00993.png,0.01780796,10.93869,49.0,9.874359,5.7906655e-05,0.030025847
B22-123\00994.png,0.018380702,11.133759,49.0,10.041931,5.9985512e-05,0.03136608
B22-123\01063.png,0.020368278,11.909221,64.0,10.475464,7.460673e-05,0.013091037
B22-123\01063_Aug1.png,0.019967258,11.804179,64.0,10.430206,7.042907e-05,0.013731032
B22-123\01063_Aug2.png,0.020703256,12.175552,64.0,10.791214,7.5799035e-05,0.012390102
B22-123\01063_Aug3.png,0.019223869,11.384796,49.0,10.056183,6.569762e-05,0.013644923
B22-123\01063_Aug4.png,0.020783424,12.294296,81.0,10.769379,7.8811376e-05,0.011682047
B22-123\01063_Aug5.png,0.018294036,11.191544,49.0,9.986511,6.305839e-05,0.013990374
B22-123\01063_Aug6.png,0.021263897,12.437169,81.0,11.081177,7.8225894e-05,0.00897445
B22-123\01063_Aug7.png,0.017124832,11.012059,49.0,9.6642,6.0559723e-05,0.014633052
B22-123\01063_Aug8.png,0.020926535,12.417328,81.0,10.84256,7.931824e-05,0.008531743
B22-124\00011.png,0.020854414,15.089412,64.0,15.542496,0.00011126489,0.0004723834
B22-124\00759.png,0.016053855,13.070958,49.0,13.001099,8.5142034e-05,0.00016095975
B22-124\00762.png,0.015832126,13.354472,36.0,13.619476,8.385094e-05,0.00016947027
B22-124\00902.png,0.018668234,14.59872,64.0,14.616119,0.00010923555,0.0021392235
B22-124\00902_Aug1.png,0.0187518,14.658086,64.0,14.5890045,0.000109113054,0.0021124978
B22-124\00902_Aug2.png,0.018928826,14.458735,64.0,14.418091,0.000107629305,0.0021500613
B22-124\00902_Aug3.png,0.01900357,14.540161,64.0,14.559189,0.00010885587,0.0020746943
B22-124\00902_Aug4.png,0.018864095,14.460383,64.0,14.312744,0.000108896464,0.002276456
B22-124\00902_Aug5.png,0.01904887,14.503235,64.0,14.400742,0.00010757744,0.0016949815
B22-124\00902_Aug6.png,0.019479036,14.433314,64.0,14.29924,0.000108334454,0.0021115092
B22-124\00902_Aug7.png,0.01862222,14.529597,64.0,14.642517,0.00010695348,0.001581038
B22-124\00902_Aug8.png,0.019346893,14.311066,64.0,14.0269165,0.00010826195,0.0023733885
B22-124\01143.png,0.017538011,13.808807,49.0,14.048553,9.2845235e-05,0.00031743493
B22-124\01419.png,0.017968953,12.170934,49.0,11.925079,7.9264035e-05,0.00013122181
B22-125\03028.png,0.036230803,18.98671,121.0,18.848938,0.00017057458,0.00073565275
B22-125\03857.png,0.034772396,19.454844,121.0,18.97998,0.00019953473,0.0010092926
B22-126\00664.png,0.059036076,25.515314,196.0,22.20198,0.00025641592,0.0059678033
B22-126\00664_Aug1.png,0.059895217,26.211874,196.0,22.718079,0.00026431622,0.006285541
B22-126\00664_Aug2.png,0.060276985,25.992056,196.0,21.872253,0.00026547897,0.0065162443
B22-126\00664_Aug3.png,0.06058222,26.727722,225.0,23.253326,0.0002706659,0.0066089346
B22-126\00664_Aug4.png,0.062204123,26.974274,225.0,23.183731,0.00028048386,0.006063705
B22-126\00664_Aug5.png,0.060582638,27.074823,225.0,23.518753,0.0002735447,0.0067086313
B22-126\00664_Aug6.png,0.06066519,27.052008,225.0,22.73584,0.00027414874,0.0071039065
B22-126\00664_Aug7.png,0.06064135,27.085516,225.0,23.497696,0.0002722252,0.0069092014
B22-126\00664_Aug8.png,0.061176717,27.726877,225.0,24.405716,0.00028226283,0.0074096373
B22-126\00667.png,0.059772193,25.960073,196.0,22.5141,0.0002650355,0.005738286
B22-126\00667_Aug1.png,0.057865858,25.42811,196.0,22.307907,0.0002603068,0.0056311535
B22-126\00667_Aug2.png,0.05885315,25.859894,196.0,22.990875,0.00025969482,0.006138025
B22-126\00667_Aug3.png,0.058523476,25.763971,196.0,22.290787,0.00026411866,0.005839337
B22-126\00667_Aug4.png,0.058266878,25.973032,196.0,22.329086,0.0002648172,0.006175165
B22-126\00667_Aug5.png,0.056041658,25.43513,196.0,22.142838,0.00025702955,0.0059122825
B22-126\00667_Aug6.png,0.05896038,26.125296,196.0,23.152908,0.00026566297,0.0059277588
B22-126\00667_Aug7.png,0.056838036,25.604843,196.0,22.326767,0.0002597286,0.0056987507
B22-126\00667_Aug8.png,0.05800146,25.71438,196.0,21.95523,0.0002620126,0.004647128
B22-126\01144.png,0.028746128,18.193487,121.0,17.608353,0.00016094882,0.00843255
B22-126\01144_Aug1.png,0.030658245,18.41973,144.0,17.732742,0.00016385954,0.00880415
B22-126\01144_Aug2.png,0.029600918,18.329473,121.0,18.079666,0.00016495613,0.008166266
B22-126\01144_Aug3.png,0.031768322,18.617853,144.0,17.756165,0.00016702207,0.008902819
B22-126\01144_Aug4.png,0.029968739,18.174906,121.0,17.778244,0.00016322386,0.006807636
B22-126\01144_Aug5.png,0.032504797,18.69811,144.0,17.798065,0.00016797478,0.009574809
B22-126\01144_Aug6.png,0.03010577,17.376226,100.0,16.732773,0.00014834615,0.004236506
B22-126\01144_Aug7.png,0.03303051,18.793234,144.0,17.784897,0.00016973051,0.009805816
B22-126\01144_Aug8.png,0.029984176,16.897532,100.0,16.262863,0.00014150697,0.0014150721
B22-126\01176.png,0.020847797,14.537074,64.0,14.059921,0.00010412418,0.00067540177
B22-126\01176_Aug1.png,0.021620274,14.511439,64.0,13.908981,0.00010550821,0.0006712645
B22-126\01176_Aug2.png,0.020545185,14.448441,64.0,14.099258,0.00010288846,0.00068303326
B22-126\01176_Aug3.png,0.021819055,14.578441,64.0,13.892624,0.0001066672,0.0007154534
B22-126\01176_Aug4.png,0.020053327,14.467072,64.0,14.226959,0.000102446356,0.00067965465
B22-126\01176_Aug5.png,0.022960663,14.758331,64.0,13.961899,0.000108785,0.0007554645
B22-126\01176_Aug6.png,0.020185947,14.618942,64.0,14.421692,0.00010352275,0.0006603629
B22-126\01176_Aug7.png,0.023088634,14.927999,81.0,14.034164,0.0001123861,0.00076631876
B22-126\01176_Aug8.png,0.019679606,14.663879,64.0,14.565414,0.00010421406,0.00072975305
B22-126\01239.png,0.02820748,17.514639,121.0,16.891998,0.00013148111,0.0035002546
B22-126\01239_Aug1.png,0.0287323,17.726303,121.0,17.058655,0.00013445098,0.0037171075
B22-126\01239_Aug2.png,0.028904974,17.452963,121.0,16.572937,0.00013210555,0.00300702
B22-126\01239_Aug3.png,0.028787613,17.785578,121.0,16.993729,0.0001351228,0.0035239926
B22-126\01239_Aug4.png,0.02862662,17.36283,121.0,16.421906,0.00013172915,0.0030022233
B22-126\01239_Aug5.png,0.029382646,17.931997,121.0,17.178146,0.00013686281,0.0035954602
B22-126\01239_Aug6.png,0.028227985,16.859991,100.0,16.062607,0.00012598466,0.0023714078
B22-126\01239_Aug7.png,0.029761553,18.11325,121.0,17.43837,0.00013892735,0.003762972
B22-126\01239_Aug8.png,0.028284848,16.859903,100.0,16.013443,0.00012570049,0.0021651653
B22-126\01387.png,0.0513795,37.686848,400.0,37.32686,0.00046167546,0.0526331
B22-126\01387_Aug1.png,0.051209927,35.157932,361.0,32.786514,0.00040928845,0.049285963
B22-126\01387_Aug2.png,0.051136196,35.72203,361.0,33.293884,0.0004143956,0.05017386
B22-126\01387_Aug3.png,0.052458227,35.11697,361.0,32.50815,0.00039948343,0.0475525
B22-126\01387_Aug4.png,0.05303043,35.703964,361.0,32.954468,0.00040861993,0.049171023
B22-126\01387_Aug5.png,0.05275458,33.87154,324.0,31.609955,0.00039004348,0.043739863
B22-126\01387_Aug6.png,0.052747548,35.658535,361.0,33.300446,0.00041252628,0.048644483
B22-126\01387_Aug7.png,0.05184549,33.202778,324.0,31.03859,0.00037856906,0.042882793
B22-126\01387_Aug8.png,0.054823577,35.91776,361.0,33.239532,0.00040710234,0.04693117
B22-126\01483.png,0.038856924,18.899256,121.0,17.951782,0.000184753,0.003941467
B22-126\01483_Aug1.png,0.03807974,18.598038,121.0,17.85962,0.00018296958,0.004122945
B22-126\01483_Aug2.png,0.038601637,18.69958,121.0,17.890533,0.0001830604,0.0033828996
B22-126\01483_Aug3.png,0.038648188,18.644974,121.0,17.766693,0.00018445615,0.0042464384
B22-126\01483_Aug4.png,0.03876537,18.63649,121.0,17.72998,0.00018078982,0.002971853
B22-126\01483_Aug5.png,0.038129807,18.422007,121.0,17.538269,0.00018024987,0.004599535
B22-126\01483_Aug6.png,0.039252102,18.422455,121.0,17.566864,0.00017784577,0.0025528022
B22-126\01483_Aug7.png,0.03810996,18.537588,121.0,17.519257,0.00018040309,0.004520555
B22-126\01483_Aug8.png,0.038917124,18.151571,100.0,17.231003,0.00017479988,0.0021976018
B22-126\01535.png,0.044628322,28.978333,289.0,27.99202,0.00034187103,0.035840653
B22-126\01535_Aug1.png,0.045505702,29.335455,289.0,27.996979,0.00034885522,0.04425048
