fold,best_threshold,best_tpr,best_fpr,youden_J
1,0.416289592760181,1.0,0.0,1.0
2,0.35511363636363635,0.8333333333333334,0.1,0.7333333333333334
3,0.3062568605927552,1.0,0.125,0.875
4,0.3037383177570093,1.0,0.2222222222222222,0.7777777777777778
5,0.3382663847780127,0.9090909090909091,0.0,0.9090909090909091
6,0.3776,1.0,0.0,1.0
7,0.37209302325581395,0.7777777777777778,0.0,0.7777777777777778
8,0.3774136922176711,0.875,0.0,0.875
9,0.31756756756756754,1.0,0.0,1.0
10,0.3659305993690852,0.75,0.0,0.75
