fold,best_threshold,best_tpr,best_fpr,youden_J
1,0.3602941176470588,1.0,0.0,1.0
2,0.2835249042145594,1.0,0.1,0.9
3,0.25466520307354557,1.0,0.125,0.875
4,0.24257425742574257,1.0,0.2222222222222222,0.7777777777777778
5,0.33403805496828753,0.9090909090909091,0.0,0.9090909090909091
6,0.3392,1.0,0.0,1.0
7,0.3372093023255814,0.7777777777777778,0.0,0.7777777777777778
8,0.2803347280334728,1.0,0.0,1.0
9,0.3108108108108108,1.0,0.0,1.0
10,0.29245283018867924,0.875,0.0,0.875
